,gender,detailed_class_of_worker,class_of_worker_employed_unemployed,major_industry,detailed_industry,major_occupation,detailed_occupation,manufacturing
182,2,09,01,17,42,01,04,00
183, ,  ,  ,  ,  ,  ,  ,  
184,2,09,01,17,42,01,04,00
185,2,00,00,00,00,00,00,00
186,2,00,00,00,00,00,00,00
187,2,06,01,03,11,02,07,08
188,2,05,02,17,42,09,34,00
189,1,06,01,03,10,02,07,07
190,2,00,00,00,00,00,00,00
191,2,09,01,08,29,03,11,00
192,2,05,02,17,42,01,04,00
193,1,00,00,00,00,00,00,00
194,2,07,05,03,10,06,25,07
195,1,06,01,03,09,04,13,06
196,2,00,00,00,00,00,00,00
197,1,09,01,09,31,04,12,00
198,1,01,01,00,01,07,30,00
199,2,09,01,09,31,02,07,00
200,1,06,01,03,09,02,07,06
201,2,09,01,07,27,03,11,00
202,1,00,00,00,00,00,00,00
203,2,00,00,00,00,00,00,00
204,1,00,00,00,00,00,00,00
205,1,00,00,00,00,00,00,00
206,2,00,00,00,00,00,00,00
207,1,07,01,03,08,05,20,05
208,2,00,00,00,00,00,00,00
209,2,07,05,03,10,06,25,07
210,1,12,03,02,03,05,14,00
211,2,07,01,04,17,06,26,14
212,1,09,01,07,27,01,01,00
213,2,09,01,10,33,03,11,00
214,1,06,01,04,20,04,13,17
215,1,06,01,04,20,04,13,17
216,1,07,01,03,09,05,17,06
217,2,09,01,18,43,03,10,00
218,2,00,00,00,00,00,00,00
219,2,00,00,00,00,00,00,00
220,1,05,02,17,42,01,04,00
221,2,00,00,00,00,00,00,00
222,1,10,01,09,30,06,22,00
223,1,10,01,09,31,07,30,00
224,1,07,01,02,03,05,15,00
225,2,00,00,00,00,00,00,00
226,2,09,01,17,42,01,04,00
227,2,00,00,00,00,00,00,00
228,1,00,00,00,00,00,00,00
229,2,00,00,00,00,00,00,00
230,1,07,01,03,13,05,19,10
231,2,00,00,00,00,00,00,00
232,2,00,00,00,00,00,00,00
233,2,09,01,09,31,02,07,00
234,1,06,01,03,07,01,01,04
235,2,00,00,00,00,00,00,00
236,2,06,01,03,08,02,07,05
237,1,12,03,02,03,05,15,00
238,2,00,00,00,00,00,00,00
239,1,00,00,00,00,00,00,00
240,1,07,01,02,03,05,15,00
241,2,00,00,00,00,00,00,00
242,1,06,01,03,10,03,11,07
243,2,00,00,00,00,00,00,00
244,1,06,01,04,23,03,11,20
245,2,00,00,00,00,00,00,00
246,1,05,02,20,45,03,11,00
247,1,00,00,00,00,00,00,00
248,2,06,01,03,08,03,11,05
249,1,00,00,00,00,00,00,00
250,2,00,00,00,00,00,00,00
251,1,11,01,12,37,09,34,00
252,1,07,01,03,08,06,25,05
253,2,09,01,18,43,03,10,00
254,1,05,02,20,45,03,11,00
255,2,00,00,00,00,00,00,00
256,1,07,01,03,08,06,25,05
257,2,09,05,12,37,03,11,00
258,1,12,03,13,38,01,06,00
259,2,09,01,10,34,03,11,00
260,1,10,01,09,31,07,30,00
261,1,12,03,09,30,02,08,00
262,2,00,00,00,00,00,00,00
263,1,09,01,17,42,01,04,00
264,2,00,00,00,00,00,00,00
265,1,00,00,00,00,00,00,00
266,1,09,01,09,31,02,07,00
267,2,00,00,00,00,00,00,00
268,1,07,01,04,15,05,19,12
269,2,00,00,00,00,00,00,00
270,2,00,00,00,00,00,00,00
271,2,09,01,09,31,03,11,00
272,1,07,01,03,09,06,25,06
273,2,00,00,00,00,00,00,00
274,1,07,01,02,03,06,27,00
275,2,00,00,00,00,00,00,00
276,2,00,00,00,00,00,00,00
277,1,00,00,00,00,00,00,00
278,1,09,01,09,31,04,12,00
279,2,09,01,14,39,03,11,00
280,1,09,01,09,31,03,11,00
281,1,00,00,00,00,00,00,00
282,1,07,01,03,10,06,25,07
283,2,09,01,15,40,03,10,00
284, ,  ,  ,  ,  ,  ,  ,  
285,1,05,02,20,48,05,15,00
286,2,11,01,09,30,09,33,00
287,1,00,00,00,00,00,00,00
288,2,00,00,00,00,00,00,00
289,1,07,01,03,10,05,21,07
290,2,05,02,17,42,01,04,00
291,1,00,00,00,00,00,00,00
292,1,09,01,17,42,01,05,00
293,2,09,05,17,42,01,05,00
294,1,09,01,08,29,04,13,00
295,2,09,01,10,34,03,11,00
296,2,09,01,10,34,03,11,00
297,1,00,00,00,00,00,00,00
298,1,07,01,04,15,06,22,12
299,2,00,00,00,00,00,00,00
300,2,09,01,08,29,03,11,00
301,2,00,00,00,00,00,00,00
302,1,12,03,04,20,02,09,17
303,2,09,01,09,31,04,12,00
304,2,00,00,00,00,00,00,00
305,1,00,00,00,00,00,00,00
306,2,00,00,00,00,00,00,00
307,2,10,05,12,37,06,27,00
308,2,11,01,17,42,09,34,00
309,2,07,01,04,23,06,26,20
310,2,05,02,17,42,03,11,00
311,1,10,01,11,36,05,19,00
312,1,06,05,03,08,04,13,05
313,2,10,05,12,37,06,27,00
314,1,11,01,15,40,09,34,00
315,2,07,01,04,23,06,26,20
316, ,  ,  ,  ,  ,  ,  ,  
317,2,00,00,00,00,00,00,00
318,1,07,01,03,08,05,19,05
319,2,09,01,08,29,03,11,00
320,2,07,01,04,21,06,26,18
321, ,  ,  ,  ,  ,  ,  ,  
322, ,  ,  ,  ,  ,  ,  ,  
323, ,  ,  ,  ,  ,  ,  ,  
324, ,  ,  ,  ,  ,  ,  ,  
325, ,  ,  ,  ,  ,  ,  ,  
326, ,  ,  ,  ,  ,  ,  ,  
327,2,00,00,00,00,00,00,00
328,1,05,02,07,28,07,30,00
329,2,00,00,00,00,00,00,00
330,1,10,01,07,28,05,21,00
331,2,00,00,00,00,00,00,00
332,1,05,02,20,48,09,32,00
333,2,00,00,00,00,00,00,00
334,2,00,00,00,00,00,00,00
335,2,10,01,12,37,06,27,00
336,2,00,00,00,00,00,00,00
337,1,09,01,10,34,01,05,00
338,2,09,01,10,34,04,13,00
339,2,00,00,00,00,00,00,00
340,1,09,01,05,25,02,07,00
341,2,00,00,00,00,00,00,00
342,1,09,01,07,28,04,13,00
343,2,00,00,00,00,00,00,00
344,1,11,01,09,30,09,34,00
345,1,06,01,04,20,04,13,17
346,1,09,01,08,29,04,13,00
347,2,09,01,15,40,01,02,00
348,2,00,00,00,00,00,00,00
349,1,04,01,00,32,07,30,00
350,2,00,00,00,00,00,00,00
351, ,  ,  ,  ,  ,  ,  ,  
352,1,00,00,00,00,00,00,00
353,2,00,00,00,00,00,00,00
354,1,12,03,02,03,05,15,00
355,1,12,03,09,30,02,08,00
356,2,07,01,04,20,06,26,17
357,2,09,01,10,33,03,11,00
358,1,00,00,00,00,00,00,00
359,1,00,00,00,00,00,00,00
360,2,00,00,00,00,00,00,00
361,2,09,01,08,29,03,11,00
362,1,09,01,10,34,02,07,00
363,1,07,01,04,23,07,29,20
364,2,04,01,00,32,08,31,00
365,2,00,00,00,00,00,00,00
366,1,00,00,00,00,00,00,00
367,1,05,02,13,38,01,05,00
368,2,09,01,07,27,03,11,00
369,1,00,00,00,00,00,00,00
370,2,09,01,17,42,01,04,00
371,1,07,01,04,19,06,26,16
372,2,00,00,00,00,00,00,00
373,1,09,01,05,25,03,11,00
374,2,09,01,07,27,03,11,00
375,1,05,02,20,47,01,05,00
376,2,00,00,00,00,00,00,00
377,1,05,02,17,42,01,04,00
378,2,00,00,00,00,00,00,00
379, ,  ,  ,  ,  ,  ,  ,  
380, ,  ,  ,  ,  ,  ,  ,  
381,2,04,01,00,32,08,31,00
382,1,05,02,02,03,06,22,00
383,1,07,05,04,15,06,26,12
384,2,00,00,00,00,00,00,00
385,1,10,05,11,35,06,27,00
386,2,00,00,00,00,00,00,00
387,1,12,03,02,03,05,15,00
388,2,13,04,02,03,03,11,00
389,2,06,01,04,20,03,11,17
390,2,06,01,04,20,03,11,17
391,2,05,02,17,42,01,04,00
392,1,06,01,04,20,01,05,17
393,2,00,00,00,00,00,00,00
394,2,05,02,17,42,01,04,00
395,1,02,03,00,01,10,35,00
396,2,00,00,00,00,00,00,00
397,1,06,01,03,10,01,02,07
398,2,00,00,00,00,00,00,00
399, ,  ,  ,  ,  ,  ,  ,  
400,1,00,00,00,00,00,00,00
401,2,05,02,20,47,01,05,00
402,1,09,01,11,35,01,05,00
403,2,09,01,18,43,01,05,00
404,2,05,02,17,42,01,04,00
405,1,00,00,00,00,00,00,00
406,2,09,01,09,31,04,12,00
407,2,09,01,09,31,03,11,00
408,1,06,01,03,14,02,07,11
409,2,07,01,04,18,06,26,15
410,1,07,01,03,14,06,25,11
411,1,10,01,07,27,06,27,00
412,1,10,01,06,26,05,18,00
413,2,07,01,03,08,06,25,05
414,1,12,03,11,36,02,09,00
415,2,00,00,00,00,00,00,00
416,1,09,01,17,42,03,11,00
417,2,00,00,00,00,00,00,00
418,1,10,01,07,28,06,27,00
419,2,00,00,00,00,00,00,00
420,2,09,01,09,31,04,12,00
421,1,05,02,02,03,06,22,00
422,2,09,05,09,31,04,12,00
423,1,11,01,09,31,09,34,00
424,1,00,00,00,00,00,00,00
425,2,00,00,00,00,00,00,00
426, ,  ,  ,  ,  ,  ,  ,  
427,1,07,01,03,08,06,25,05
428,2,00,00,00,00,00,00,00
429,2,00,00,00,00,00,00,00
430,2,08,01,03,08,09,34,05
431, ,  ,  ,  ,  ,  ,  ,  
432,1,07,05,02,03,06,27,00
433,2,09,05,07,27,03,10,00
434,2,11,01,16,41,09,34,00
435,2,00,00,00,00,00,00,00
436,2,05,02,20,47,03,11,00
437,1,00,00,00,00,00,00,00
438,1,00,00,00,00,00,00,00
439,2,00,00,00,00,00,00,00
440,1,12,03,02,03,02,09,00
441,2,00,00,00,00,00,00,00
442,1,07,01,03,10,06,25,07
443,2,09,01,09,31,04,12,00
444,2,09,01,10,34,03,11,00
445,2,00,00,00,00,00,00,00
446,1,07,01,04,20,05,21,17
447,2,09,01,13,38,03,10,00
448,2,00,00,00,00,00,00,00
449,1,00,00,00,00,00,00,00
450,2,12,03,12,37,09,34,00
451,2,00,00,00,00,00,00,00
452,1,09,01,09,31,03,11,00
453,1,10,01,09,31,06,27,00
454,2,05,02,20,48,03,10,00
455,2,00,00,00,00,00,00,00
456,1,07,01,03,12,05,17,09
457,2,09,01,12,37,04,13,00
458,2,00,00,00,00,00,00,00
459,2,00,00,00,00,00,00,00
460,1,06,05,04,23,02,07,20
461,2,09,01,14,39,03,11,00
462,2,09,01,10,33,03,11,00
463,2,00,00,00,00,00,00,00
464,1,00,00,00,00,00,00,00
465, ,  ,  ,  ,  ,  ,  ,  
466,1,07,01,03,08,05,20,05
467,2,00,00,00,00,00,00,00
468,1,07,01,03,09,06,25,06
469, ,  ,  ,  ,  ,  ,  ,  
470,1,10,01,12,37,05,19,00
471,2,00,00,00,00,00,00,00
472,1,09,01,07,28,03,11,00
473,2,00,00,00,00,00,00,00
474,2,05,02,15,40,09,34,00
475,2,05,02,15,40,09,34,00
476,1,00,00,00,00,00,00,00
477,1,10,01,10,34,05,19,00
478,1,06,01,03,07,03,11,04
479,2,04,01,00,32,08,31,00
480,1,09,01,10,34,04,13,00
481,2,10,01,09,31,05,21,00
482,2,09,01,09,31,03,11,00
483,2,09,01,07,27,03,10,00
484,1,00,00,00,00,00,00,00
485,2,00,00,00,00,00,00,00
486,1,12,03,09,30,02,08,00
487,2,12,03,09,30,02,08,00
488,2,00,00,00,00,00,00,00
489,1,00,00,00,00,00,00,00
490,1,12,03,02,03,02,09,00
491,2,05,02,17,42,01,04,00
492,2,00,00,00,00,00,00,00
493,2,06,01,04,18,03,11,15
494,1,00,00,00,00,00,00,00
495,2,00,00,00,00,00,00,00
496,2,06,01,03,10,03,10,07
497,1,07,01,03,06,06,25,03
498,2,00,00,00,00,00,00,00
499,1,07,01,03,10,06,22,07
500,2,11,01,15,40,09,34,00
501,2,07,01,03,08,06,25,05
502,2,07,01,04,20,06,26,17
503,1,00,00,00,00,00,00,00
504,2,00,00,00,00,00,00,00
505,1,00,00,00,00,00,00,00
506,2,00,00,00,00,00,00,00
507,1,07,01,03,08,05,17,05
508,2,09,01,16,41,02,07,00
509,1,09,01,09,31,04,12,00
510,2,00,00,00,00,00,00,00
511,1,07,01,03,10,07,29,07
512,1,00,00,00,00,00,00,00
513,2,00,00,00,00,00,00,00
514,1,00,00,00,00,00,00,00
515,1,00,00,00,00,00,00,00
516,1,12,03,12,37,09,34,00
517,2,00,00,00,00,00,00,00
518,1,05,02,20,45,02,07,00
519,2,09,01,07,27,03,11,00
520,2,09,01,07,27,03,11,00
521,2,00,00,00,00,00,00,00
522,1,00,00,00,00,00,00,00
523,1,05,02,15,40,09,34,00
524,2,05,02,15,40,09,34,00
525,1,00,00,00,00,00,00,00
526,1,07,01,03,12,06,25,09
527,2,05,02,15,40,09,34,00
528,2,09,01,09,31,03,11,00
529,1,00,00,00,00,00,00,00
530,2,00,00,00,00,00,00,00
531,2,07,01,04,18,06,26,15
532,2,00,00,00,00,00,00,00
533,1,07,01,03,09,06,25,06
534,2,09,01,11,35,03,11,00
535, ,  ,  ,  ,  ,  ,  ,  
536,1,06,01,03,06,01,05,03
537,2,09,01,15,40,01,02,00
538,1,06,01,04,20,04,13,17
539,2,00,00,00,00,00,00,00
540,1,06,01,03,10,04,13,07
541,2,00,00,00,00,00,00,00
542,1,11,01,09,30,09,34,00
543,1,00,00,00,00,00,00,00
544,2,00,00,00,00,00,00,00
545,2,09,01,08,29,03,11,00
546,1,10,01,07,28,05,19,00
547,2,11,01,09,30,09,33,00
548,1,00,00,00,00,00,00,00
549,1,09,01,17,42,01,05,00
550,1,00,00,00,00,00,00,00
551,2,10,01,09,31,06,27,00
552,2,00,00,00,00,00,00,00
553,1,00,00,00,00,00,00,00
554,1,06,01,04,23,02,07,20
555,2,09,01,17,42,01,04,00
556,2,00,00,00,00,00,00,00
557,2,00,00,00,00,00,00,00
558,2,00,00,00,00,00,00,00
559,2,00,00,00,00,00,00,00
560,1,06,01,03,08,02,07,05
561,2,09,01,10,34,04,13,00
562,2,09,01,10,33,03,11,00
563,2,00,00,00,00,00,00,00
564,1,09,01,08,29,02,07,00
565,2,09,01,09,31,03,11,00
566,2,00,00,00,00,00,00,00
567,1,00,00,00,00,00,00,00
568,1,00,00,00,00,00,00,00
569,1,06,01,04,15,01,05,12
570,2,00,00,00,00,00,00,00
571,2,06,01,04,23,01,05,20
572,1,09,01,11,35,02,07,00
573,2,00,00,00,00,00,00,00
574,1,06,01,03,10,01,05,07
575,1,07,01,03,12,06,25,09
576,1,09,01,10,33,01,05,00
577,1,07,01,03,08,06,25,05
578,1,00,00,00,00,00,00,00
579,2,00,00,00,00,00,00,00
580, ,  ,  ,  ,  ,  ,  ,  
581,1,07,01,03,12,05,20,09
582,1,10,01,09,31,05,18,00
583,1,06,01,03,12,01,01,09
584,1,06,01,03,10,01,05,07
585,1,09,01,09,30,02,07,00
586,1,12,03,09,31,02,08,00
587,1,05,02,17,42,01,04,00
588,2,05,02,17,42,01,04,00
589,2,08,01,03,12,09,33,09
590,1,07,01,03,10,05,17,07
591,2,06,01,03,12,03,11,09
592,2,09,01,07,27,03,11,00
593,1,00,00,00,00,00,00,00
594, ,  ,  ,  ,  ,  ,  ,  
595,1,09,01,10,33,03,11,00
596,2,00,00,00,00,00,00,00
597,1,10,01,06,26,07,30,00
598,2,00,00,00,00,00,00,00
599,1,11,01,07,28,09,32,00
600,2,12,03,12,37,09,34,00
601, ,  ,  ,  ,  ,  ,  ,  
602,1,09,01,10,34,03,11,00
603,2,00,00,00,00,00,00,00
604,1,07,01,03,08,05,17,05
605,2,00,00,00,00,00,00,00
606,1,07,01,03,09,05,20,06
607,1,08,01,03,08,09,32,05
608,2,00,00,00,00,00,00,00
609,2,00,00,00,00,00,00,00
610,2,00,00,00,00,00,00,00
611,1,04,01,00,32,07,30,00
612,1,07,01,03,11,05,20,08
613,1,09,01,09,31,03,11,00
614,2,00,00,00,00,00,00,00
615,2,00,00,00,00,00,00,00
616,1,09,01,10,34,04,13,00
617,1,00,00,00,00,00,00,00
618,2,09,05,09,31,04,12,00
619,1,06,01,03,08,01,05,05
620,1,07,01,03,07,06,25,04
621,2,07,01,03,07,05,20,04
622,2,07,01,03,09,06,25,06
623,1,07,01,03,12,05,17,09
624,2,00,00,00,00,00,00,00
625,1,07,01,02,03,05,19,00
626,2,00,00,00,00,00,00,00
627,1,05,02,02,03,06,22,00
628,2,05,02,15,40,09,34,00
629,2,00,00,00,00,00,00,00
630,1,00,00,00,00,00,00,00
631,1,06,01,02,03,02,07,00
632,2,06,01,02,03,03,10,00
633,1,07,01,03,08,06,25,05
634,2,00,00,00,00,00,00,00
635,1,00,00,00,00,00,00,00
636,2,00,00,00,00,00,00,00
637,1,07,01,03,08,06,22,05
638,2,00,00,00,00,00,00,00
639,1,00,00,00,00,00,00,00
640,2,06,05,03,12,03,10,09
641,2,09,01,18,43,01,05,00
642,2,09,01,07,27,03,11,00
643,1,09,01,10,33,03,11,00
644,2,00,00,00,00,00,00,00
645,1,12,03,03,14,02,09,11
646,2,00,00,00,00,00,00,00
647,2,00,00,00,00,00,00,00
648,2,00,00,00,00,00,00,00
649,1,09,01,09,31,04,12,00
650,2,09,01,15,40,01,05,00
651,2,00,00,00,00,00,00,00
652,2,04,01,00,32,08,31,00
653,1,07,01,02,03,05,18,00
654,1,11,01,09,30,09,33,00
655,2,00,00,00,00,00,00,00
656,1,07,01,03,09,06,25,06
657,1,07,01,03,14,06,25,11
658,2,06,01,04,15,03,11,12
659,1,11,01,13,38,09,34,00
660,2,00,00,00,00,00,00,00
661,1,07,01,02,03,07,28,00
662,1,07,01,03,07,07,29,04
663,2,00,00,00,00,00,00,00
664,2,11,01,12,37,09,34,00
665,1,00,00,00,00,00,00,00
666,2,00,00,00,00,00,00,00
667,1,07,01,03,07,06,25,04
668,2,11,01,15,40,09,34,00
669, ,  ,  ,  ,  ,  ,  ,  
670,2,09,01,17,42,02,07,00
671,1,07,01,03,12,06,25,09
672,2,09,01,10,34,04,13,00
673,1,07,01,03,09,06,25,06
674,2,07,01,03,12,06,25,09
675,2,00,00,00,00,00,00,00
676,1,07,01,03,10,06,25,07
677,2,09,01,11,35,01,05,00
678,1,00,00,00,00,00,00,00
679,1,00,00,00,00,00,00,00
680,2,00,00,00,00,00,00,00
681,1,07,01,02,03,05,15,00
682,2,00,00,00,00,00,00,00
683,2,00,00,00,00,00,00,00
684,2,05,02,17,42,09,34,00
685,2,00,00,00,00,00,00,00
686,1,06,01,03,13,01,05,10
687,1,12,03,09,31,06,27,00
688,1,05,02,17,42,01,04,00
689,2,11,01,15,40,09,34,00
690,1,07,01,03,08,06,25,05
691,2,00,00,00,00,00,00,00
692,1,00,00,00,00,00,00,00
693,2,00,00,00,00,00,00,00
694,1,12,03,12,37,09,34,00
695,2,00,00,00,00,00,00,00
696,1,10,01,17,42,06,27,00
697,2,09,01,18,43,03,10,00
698,2,12,07,09,31,02,08,00
699,1,07,01,03,12,06,25,09
700,2,06,01,03,12,01,01,09
701,1,07,01,04,15,06,22,12
702,2,00,00,00,00,00,00,00
703,1,07,01,03,08,06,25,05
704,2,00,00,00,00,00,00,00
705,1,00,00,00,00,00,00,00
706,2,07,01,03,10,06,25,07
707,1,06,01,03,13,02,07,10
708,1,09,05,09,31,04,12,00
709,2,05,02,17,42,03,10,00
710,1,10,01,11,35,07,30,00
711,1,00,00,00,00,00,00,00
712,2,00,00,00,00,00,00,00
713,1,05,02,17,42,09,34,00
714,1,10,01,11,36,06,27,00
715,2,00,00,00,00,00,00,00
716,1,00,00,00,00,00,00,00
717,1,07,01,03,10,06,25,07
718,2,09,01,09,31,03,10,00
719,1,09,01,09,31,03,11,00
720,1,07,01,03,12,06,25,09
721,2,00,00,00,00,00,00,00
722,1,06,01,03,09,04,13,06
723,2,00,00,00,00,00,00,00
724,2,05,02,17,42,03,10,00
725,1,06,01,03,09,01,05,06
726,2,06,01,03,12,03,11,09
727,1,05,02,20,47,09,32,00
728,2,07,01,03,07,06,25,04
729,1,09,01,09,31,04,12,00
730,1,07,01,03,12,06,25,09
731,2,09,01,17,42,01,05,00
732,2,06,01,03,12,03,11,09
733,2,09,01,09,31,04,12,00
734,1,11,01,09,30,09,33,00
735,1,07,01,03,08,06,25,05
736,2,10,01,12,37,06,27,00
737,1,00,00,00,00,00,00,00
738,2,00,00,00,00,00,00,00
739,1,12,03,14,39,01,03,00
740,2,00,00,00,00,00,00,00
741,2,09,01,15,40,01,02,00
742,2,00,00,00,00,00,00,00
743,1,10,05,09,31,06,22,00
744,1,10,01,09,31,05,18,00
745,2,00,00,00,00,00,00,00
746,1,09,01,10,34,01,05,00
747,2,05,02,20,47,03,11,00
748,1,09,01,10,34,01,05,00
749,2,00,00,00,00,00,00,00
