,gender,detailed_class_of_worker,class_of_worker_employed_unemployed,major_industry,detailed_industry,major_occupation,detailed_occupation,manufacturing
15799,2,09,01,08,29,03,11,00
15800,1,10,01,09,31,07,30,00
15801,1,07,01,03,14,06,25,11
15802,2,00,00,00,00,00,00,00
15803,2,00,00,00,00,00,00,00
15804,1,00,00,00,00,00,00,00
15805,2,00,00,00,00,00,00,00
15806,1,05,02,20,48,09,32,00
15807,2,09,01,09,31,04,12,00
15808,2,00,00,00,00,00,00,00
15809,2,06,01,04,19,03,11,16
15810,2,06,01,04,19,03,10,16
15811,1,11,01,09,30,09,33,00
15812,2,00,00,00,00,00,00,00
15813,1,10,01,12,37,06,27,00
15814,2,00,00,00,00,00,00,00
15815,1,06,01,03,12,01,01,09
15816,2,00,00,00,00,00,00,00
15817,1,09,01,09,31,04,12,00
15818,2,00,00,00,00,00,00,00
15819,2,07,01,03,14,06,25,11
15820,2,09,01,10,33,03,11,00
15821,2,00,00,00,00,00,00,00
15822,1,00,00,00,00,00,00,00
15823, ,  ,  ,  ,  ,  ,  ,  
15824,2,07,01,04,21,06,26,18
15825,1,00,00,00,00,00,00,00
15826,2,00,00,00,00,00,00,00
15827,1,10,01,09,31,07,30,00
15828,2,07,05,04,17,06,26,14
15829,2,09,05,17,42,01,02,00
15830,2,06,01,03,10,03,11,07
15831,2,09,01,09,31,04,12,00
15832, ,  ,  ,  ,  ,  ,  ,  
15833,1,06,01,04,18,04,13,15
15834,2,09,01,08,29,03,10,00
15835,2,00,00,00,00,00,00,00
15836,2,12,03,12,37,06,27,00
15837,1,10,05,08,29,06,27,00
15838,2,00,00,00,00,00,00,00
15839,1,06,01,04,18,03,11,15
15840,2,09,01,17,42,01,04,00
15841,2,06,05,04,18,03,11,15
15842,2,00,00,00,00,00,00,00
15843,1,12,03,06,26,06,22,00
15844,2,00,00,00,00,00,00,00
15845,1,06,01,04,15,03,11,12
15846,1,07,01,02,03,05,16,00
15847,2,06,01,02,03,03,11,00
15848,2,00,00,00,00,00,00,00
15849,1,09,01,18,43,01,05,00
15850,1,06,01,03,12,01,01,09
15851,2,00,00,00,00,00,00,00
15852,1,00,00,00,00,00,00,00
15853,2,00,00,00,00,00,00,00
15854,1,10,01,06,26,05,19,00
15855,2,00,00,00,00,00,00,00
15856,1,09,01,10,33,03,11,00
15857,1,07,01,02,03,05,15,00
15858,2,07,01,04,17,06,26,14
15859,2,00,00,00,00,00,00,00
15860,1,11,01,10,34,09,34,00
15861,2,00,00,00,00,00,00,00
15862,1,07,01,02,03,07,28,00
15863,2,07,01,04,18,06,26,15
15864,2,05,02,20,46,03,10,00
15865,2,00,00,00,00,00,00,00
15866,1,00,00,00,00,00,00,00
15867,2,07,01,04,18,06,26,15
15868,1,10,01,11,36,05,19,00
15869,2,00,00,00,00,00,00,00
15870,1,00,00,00,00,00,00,00
15871,2,00,00,00,00,00,00,00
15872,1,12,03,18,43,01,06,00
15873,2,00,00,00,00,00,00,00
15874,1,10,01,07,27,05,21,00
15875,2,00,00,00,00,00,00,00
15876,1,09,01,08,29,02,07,00
15877,2,00,00,00,00,00,00,00
15878,1,05,02,20,48,09,32,00
15879,2,00,00,00,00,00,00,00
15880,1,10,01,09,31,07,30,00
15881,2,00,00,00,00,00,00,00
15882, ,  ,  ,  ,  ,  ,  ,  
15883,1,07,01,03,10,05,19,07
15884,2,06,01,04,21,03,11,18
15885,2,05,02,17,42,09,34,00
15886,2,00,00,00,00,00,00,00
15887,1,06,01,04,18,02,07,15
15888,2,05,02,20,48,03,10,00
15889,1,05,02,20,48,09,32,00
15890,2,05,02,20,48,03,10,00
15891,1,07,01,04,21,06,26,18
15892,2,04,01,00,32,08,31,00
15893,1,07,01,03,08,06,22,05
15894,2,06,01,04,20,03,11,17
15895,1,05,02,20,45,07,30,00
15896,2,00,00,00,00,00,00,00
15897,1,11,01,06,26,09,34,00
15898,1,05,02,15,40,09,33,00
15899,1,00,00,00,00,00,00,00
15900,2,00,00,00,00,00,00,00
15901,2,05,02,20,47,02,07,00
15902,1,00,00,00,00,00,00,00
15903,2,05,06,17,42,03,11,00
15904,1,09,01,09,31,02,07,00
15905,2,05,02,20,48,01,05,00
15906, ,  ,  ,  ,  ,  ,  ,  
15907,1,00,00,00,00,00,00,00
15908,2,00,00,00,00,00,00,00
15909,1,00,00,00,00,00,00,00
15910,2,00,00,00,00,00,00,00
15911,1,07,01,04,15,06,22,12
15912,2,00,00,00,00,00,00,00
15913,1,09,01,10,34,02,07,00
15914,1,00,00,00,00,00,00,00
15915,2,00,00,00,00,00,00,00
15916,2,09,01,10,33,03,10,00
15917,2,09,01,18,43,03,10,00
15918,2,09,01,10,33,03,10,00
15919,2,06,01,04,19,03,10,16
15920,1,06,01,04,24,02,07,21
15921,2,00,00,00,00,00,00,00
15922,1,12,03,08,29,04,13,00
15923,2,00,00,00,00,00,00,00
15924,1,09,01,18,43,03,11,00
15925,2,00,00,00,00,00,00,00
15926,1,05,02,20,45,02,07,00
15927,2,00,00,00,00,00,00,00
15928,2,00,00,00,00,00,00,00
15929,1,05,02,20,46,03,11,00
15930,2,07,01,04,18,06,26,15
15931,2,00,00,00,00,00,00,00
15932,2,00,00,00,00,00,00,00
15933,1,06,01,04,19,04,13,16
15934,2,00,00,00,00,00,00,00
15935,2,09,01,08,29,03,11,00
15936,1,10,01,08,29,07,30,00
15937,2,07,01,03,09,06,25,06
15938,2,00,00,00,00,00,00,00
15939,1,05,02,20,48,09,32,00
15940,2,00,00,00,00,00,00,00
15941,1,00,00,00,00,00,00,00
15942,2,06,01,04,21,03,11,18
15943,2,06,01,04,20,01,05,17
15944,1,06,01,03,09,02,07,06
15945,2,00,00,00,00,00,00,00
15946,1,07,01,04,20,05,21,17
15947,2,00,00,00,00,00,00,00
15948, ,  ,  ,  ,  ,  ,  ,  
15949,2,00,00,00,00,00,00,00
15950,1,09,01,08,29,02,07,00
15951,2,00,00,00,00,00,00,00
15952,2,12,03,09,31,02,08,00
15953,1,09,01,11,35,01,05,00
15954,2,00,00,00,00,00,00,00
15955,2,00,00,00,00,00,00,00
15956,1,00,00,00,00,00,00,00
15957,2,00,00,00,00,00,00,00
15958,1,06,01,03,07,03,11,04
15959,2,06,01,03,08,03,11,05
15960,1,10,01,11,36,05,19,00
15961,2,00,00,00,00,00,00,00
15962,2,00,00,00,00,00,00,00
15963,1,05,02,10,34,03,11,00
15964,2,00,00,00,00,00,00,00
15965,1,09,05,08,29,03,11,00
15966,1,07,01,04,17,06,26,14
15967,2,00,00,00,00,00,00,00
15968,1,07,01,04,18,06,26,15
15969,2,00,00,00,00,00,00,00
15970,1,00,00,00,00,00,00,00
15971,2,00,00,00,00,00,00,00
15972,1,00,00,00,00,00,00,00
15973, ,  ,  ,  ,  ,  ,  ,  
15974,1,00,00,00,00,00,00,00
15975,2,00,00,00,00,00,00,00
15976,1,07,01,04,23,06,26,20
15977,2,07,01,04,18,06,26,15
15978,1,09,01,08,29,03,11,00
15979,2,07,01,04,18,06,26,15
15980,1,09,01,09,31,04,12,00
15981,2,07,01,03,08,05,21,05
15982,1,00,00,00,00,00,00,00
15983,1,05,02,17,42,01,04,00
15984,2,00,00,00,00,00,00,00
15985,1,00,00,00,00,00,00,00
15986,2,00,00,00,00,00,00,00
15987,1,09,01,12,37,02,07,00
15988,2,13,04,12,37,06,27,00
15989,2,00,00,00,00,00,00,00
15990,2,00,00,00,00,00,00,00
15991, ,  ,  ,  ,  ,  ,  ,  
15992,1,00,00,00,00,00,00,00
15993,2,00,00,00,00,00,00,00
15994, ,  ,  ,  ,  ,  ,  ,  
15995,1,00,00,00,00,00,00,00
15996,2,00,00,00,00,00,00,00
15997, ,  ,  ,  ,  ,  ,  ,  
15998,1,07,01,03,13,06,25,10
15999,2,00,00,00,00,00,00,00
16000,1,10,01,11,36,05,18,00
16001,2,00,00,00,00,00,00,00
16002,1,11,01,06,26,09,34,00
16003, ,  ,  ,  ,  ,  ,  ,  
16004,1,05,02,20,45,07,30,00
16005,2,05,02,15,40,09,34,00
16006,1,09,01,09,31,04,12,00
16007,1,09,01,09,31,02,07,00
16008,2,00,00,00,00,00,00,00
16009,1,00,00,00,00,00,00,00
16010,2,00,00,00,00,00,00,00
16011,1,12,03,11,35,02,09,00
16012,1,09,01,17,42,01,05,00
16013,2,00,00,00,00,00,00,00
16014,2,09,01,18,43,03,11,00
16015,1,06,01,03,13,01,02,10
16016,2,00,00,00,00,00,00,00
16017,1,00,00,00,00,00,00,00
16018,2,00,00,00,00,00,00,00
16019,1,06,01,04,20,01,05,17
16020,2,00,00,00,00,00,00,00
16021,2,00,00,00,00,00,00,00
16022,2,06,01,03,14,03,11,11
16023,1,09,01,09,30,02,07,00
16024,2,00,00,00,00,00,00,00
16025,1,00,00,00,00,00,00,00
16026,2,00,00,00,00,00,00,00
16027, ,  ,  ,  ,  ,  ,  ,  
16028,1,12,03,02,03,05,15,00
16029,2,09,01,11,35,03,11,00
16030,1,00,00,00,00,00,00,00
16031,1,09,01,11,35,03,11,00
16032,2,09,01,11,35,03,10,00
16033,1,06,01,03,14,04,13,11
16034,2,00,00,00,00,00,00,00
16035,1,00,00,00,00,00,00,00
16036,1,05,02,17,42,01,04,00
16037,2,06,01,04,22,03,11,19
16038,2,00,00,00,00,00,00,00
16039,1,05,02,15,40,01,02,00
16040,2,09,01,15,40,01,02,00
16041,2,05,02,15,40,01,05,00
16042,2,05,02,15,40,09,34,00
16043,2,05,02,17,42,01,02,00
16044,1,06,01,03,10,01,05,07
16045,2,05,02,17,42,01,04,00
16046, ,  ,  ,  ,  ,  ,  ,  
16047,2,00,00,00,00,00,00,00
16048,1,05,02,20,48,07,30,00
16049,1,07,01,02,03,05,15,00
16050,2,00,00,00,00,00,00,00
16051,1,07,01,03,12,06,25,09
16052,2,00,00,00,00,00,00,00
16053, ,  ,  ,  ,  ,  ,  ,  
16054,1,10,05,09,31,05,15,00
16055,2,00,00,00,00,00,00,00
16056,1,00,00,00,00,00,00,00
16057,1,00,00,00,00,00,00,00
16058,2,00,00,00,00,00,00,00
16059,2,11,01,12,37,09,34,00
16060,1,09,01,11,35,03,11,00
16061,2,09,01,10,33,03,10,00
16062,1,05,02,20,48,09,32,00
16063,2,06,01,03,10,03,10,07
16064,1,07,01,03,13,05,17,10
16065,2,00,00,00,00,00,00,00
16066,1,09,01,10,33,03,11,00
16067,2,00,00,00,00,00,00,00
16068,2,00,00,00,00,00,00,00
16069,1,12,03,02,03,05,15,00
16070,2,07,01,04,17,06,26,14
16071,2,00,00,00,00,00,00,00
16072, ,  ,  ,  ,  ,  ,  ,  
16073,2,00,00,00,00,00,00,00
16074,1,05,02,17,42,01,04,00
16075,2,00,00,00,00,00,00,00
16076,1,11,01,11,35,09,34,00
16077,2,00,00,00,00,00,00,00
16078,1,10,01,12,37,06,22,00
16079,2,00,00,00,00,00,00,00
16080,1,07,01,04,20,05,21,17
16081,2,09,01,15,40,01,02,00
16082,1,00,00,00,00,00,00,00
16083,2,00,00,00,00,00,00,00
16084,1,00,00,00,00,00,00,00
16085,2,00,00,00,00,00,00,00
16086,1,09,01,08,29,04,13,00
16087,2,00,00,00,00,00,00,00
16088,2,09,01,09,31,03,11,00
16089,1,10,01,06,26,07,30,00
16090,2,00,00,00,00,00,00,00
16091,1,12,03,09,31,04,12,00
16092,2,10,01,12,37,06,27,00
16093,1,07,01,04,18,06,22,15
16094,2,07,01,03,13,06,25,10
16095,1,00,00,00,00,00,00,00
16096,1,05,02,20,46,09,32,00
16097,2,00,00,00,00,00,00,00
16098,1,07,01,02,03,05,15,00
16099,2,00,00,00,00,00,00,00
16100,1,09,01,09,30,02,07,00
16101,2,00,00,00,00,00,00,00
16102,1,10,01,11,36,06,27,00
16103,2,09,01,10,34,03,10,00
16104,2,00,00,00,00,00,00,00
16105,2,07,05,04,18,06,26,15
16106,1,12,03,09,30,09,33,00
16107, ,  ,  ,  ,  ,  ,  ,  
16108,1,07,01,03,07,06,22,04
16109,2,05,02,20,47,03,11,00
16110,2,09,01,11,36,02,07,00
16111,1,05,02,07,28,06,22,00
16112,2,07,05,04,17,06,26,14
16113,2,00,00,00,00,00,00,00
16114,2,00,00,00,00,00,00,00
16115,1,10,01,05,25,05,19,00
16116,2,00,00,00,00,00,00,00
16117, ,  ,  ,  ,  ,  ,  ,  
16118,1,00,00,00,00,00,00,00
16119,2,07,01,04,18,06,26,15
16120,1,05,02,20,48,09,32,00
16121,1,09,01,07,27,03,11,00
16122,2,00,00,00,00,00,00,00
16123,2,00,00,00,00,00,00,00
16124,1,10,01,08,29,07,30,00
16125,2,09,01,10,33,03,10,00
16126,1,06,01,03,14,02,07,11
16127,2,09,01,17,42,01,04,00
16128,2,00,00,00,00,00,00,00
16129,1,05,02,07,28,05,16,00
16130,2,00,00,00,00,00,00,00
16131,1,09,01,06,26,03,11,00
16132,2,07,01,04,23,06,26,20
16133,1,00,00,00,00,00,00,00
16134,2,00,00,00,00,00,00,00
16135,1,00,00,00,00,00,00,00
16136,2,00,00,00,00,00,00,00
16137,1,00,00,00,00,00,00,00
16138,2,06,01,04,20,03,11,17
16139,1,05,02,20,48,09,32,00
16140,2,09,01,06,26,03,11,00
16141,1,10,01,06,26,05,16,00
16142,2,09,01,09,31,03,11,00
16143,1,09,01,09,31,02,07,00
16144,2,00,00,00,00,00,00,00
16145,1,05,02,20,46,06,22,00
16146,2,00,00,00,00,00,00,00
16147,1,06,01,04,15,01,05,12
16148,2,09,01,10,33,03,11,00
16149, ,  ,  ,  ,  ,  ,  ,  
16150,1,10,01,09,30,06,27,00
16151,2,07,01,04,18,06,26,15
16152,2,09,01,15,40,01,02,00
16153,1,00,00,00,00,00,00,00
16154,2,00,00,00,00,00,00,00
16155,1,09,01,09,31,04,12,00
16156,2,00,00,00,00,00,00,00
16157,2,06,01,04,20,03,10,17
16158,1,09,01,06,26,02,07,00
16159,1,09,05,10,33,03,11,00
16160,2,09,01,08,29,03,11,00
16161,1,06,01,04,20,02,07,17
16162,2,05,02,02,03,03,10,00
16163, ,  ,  ,  ,  ,  ,  ,  
16164,1,09,01,13,38,01,05,00
16165,2,09,01,08,29,03,10,00
16166, ,  ,  ,  ,  ,  ,  ,  
16167,1,00,00,00,00,00,00,00
16168,2,09,01,09,31,04,12,00
16169,1,09,01,09,31,04,12,00
16170,1,00,00,00,00,00,00,00
16171,2,00,00,00,00,00,00,00
16172,2,05,02,17,42,01,04,00
16173,2,00,00,00,00,00,00,00
16174,1,06,01,04,15,02,07,12
16175,2,00,00,00,00,00,00,00
16176,1,09,01,17,42,01,04,00
16177,2,05,02,17,42,01,04,00
16178,1,06,01,04,21,03,11,18
16179,1,09,01,10,33,03,11,00
16180,2,09,01,14,39,01,05,00
16181,1,09,01,11,35,02,07,00
16182,2,05,02,20,48,03,10,00
16183,1,05,02,06,26,06,22,00
16184,2,09,01,10,34,03,11,00
16185,2,05,02,17,42,01,04,00
16186,1,05,02,20,48,09,32,00
16187,2,09,01,09,31,03,11,00
16188,2,09,01,14,39,01,02,00
16189,1,09,01,06,26,02,07,00
16190,2,00,00,00,00,00,00,00
16191,2,09,01,09,31,03,11,00
16192,1,07,01,04,21,06,26,18
16193,2,06,01,04,24,01,05,21
16194,2,00,00,00,00,00,00,00
16195,2,09,01,08,29,03,11,00
16196,2,09,01,08,29,03,10,00
16197,1,11,01,09,30,09,33,00
16198,2,07,01,04,18,06,26,15
16199,1,09,01,06,26,03,11,00
16200,2,09,01,10,34,03,11,00
16201,1,09,01,06,26,03,11,00
16202,2,09,01,18,43,03,11,00
16203,1,10,01,12,37,06,27,00
16204,2,09,01,08,29,03,10,00
16205,1,10,01,12,37,06,27,00
16206,2,00,00,00,00,00,00,00
16207,1,09,01,15,40,01,02,00
16208,2,09,01,15,40,03,10,00
16209,2,09,01,11,35,03,11,00
16210,2,00,00,00,00,00,00,00
16211,1,09,01,06,26,02,07,00
16212,2,09,01,10,33,03,11,00
16213,2,00,00,00,00,00,00,00
16214,2,00,00,00,00,00,00,00
16215, ,  ,  ,  ,  ,  ,  ,  
16216,1,10,01,09,31,06,27,00
16217,2,00,00,00,00,00,00,00
16218,2,00,00,00,00,00,00,00
16219,1,09,01,05,25,02,07,00
16220,2,11,01,17,42,09,34,00
16221,2,12,03,12,37,09,34,00
16222,1,10,01,12,37,05,19,00
16223,1,07,01,03,14,06,25,11
16224,2,11,01,12,37,09,34,00
16225,2,05,02,20,46,03,10,00
16226,2,09,01,15,40,01,02,00
16227,1,07,01,03,13,06,25,10
16228,2,05,02,20,48,03,11,00
16229,2,05,02,20,46,03,11,00
16230,1,11,01,06,26,09,34,00
16231,2,05,02,20,48,03,11,00
16232,1,07,01,03,08,05,16,05
16233,2,00,00,00,00,00,00,00
16234,1,06,01,04,20,04,13,17
16235,1,09,01,10,34,02,07,00
16236,2,00,00,00,00,00,00,00
16237,1,05,02,17,42,01,04,00
16238,1,00,00,00,00,00,00,00
16239,2,00,00,00,00,00,00,00
16240,1,06,01,02,03,02,07,00
16241,2,00,00,00,00,00,00,00
16242,1,00,00,00,00,00,00,00
16243,1,00,00,00,00,00,00,00
16244,2,00,00,00,00,00,00,00
16245,1,06,01,04,20,02,07,17
16246,2,06,01,04,20,03,10,17
16247,1,00,00,00,00,00,00,00
16248,1,09,01,09,31,02,07,00
16249,2,00,00,00,00,00,00,00
16250,2,09,01,17,42,03,10,00
16251,1,10,01,09,31,07,30,00
16252,1,00,00,00,00,00,00,00
16253,1,00,00,00,00,00,00,00
16254,1,00,00,00,00,00,00,00
16255,2,00,00,00,00,00,00,00
16256,1,05,02,20,45,03,11,00
16257,1,05,02,20,48,09,32,00
16258,2,09,01,09,31,04,12,00
16259,1,00,00,00,00,00,00,00
16260,1,12,03,09,31,06,27,00
16261,2,00,00,00,00,00,00,00
16262,2,00,00,00,00,00,00,00
16263,1,07,01,04,17,06,26,14
16264,2,00,00,00,00,00,00,00
16265,1,00,00,00,00,00,00,00
16266,1,07,01,03,10,05,19,07
16267,2,00,00,00,00,00,00,00
16268,2,00,00,00,00,00,00,00
16269,2,00,00,00,00,00,00,00
16270,2,04,01,00,32,09,34,00
16271, ,  ,  ,  ,  ,  ,  ,  
16272,2,00,00,00,00,00,00,00
16273,1,12,03,09,31,04,12,00
16274,2,09,01,10,34,03,11,00
16275,2,00,00,00,00,00,00,00
16276,2,09,01,11,35,03,10,00
16277,2,00,00,00,00,00,00,00
16278,2,00,00,00,00,00,00,00
16279,1,10,01,06,26,06,22,00
16280,2,00,00,00,00,00,00,00
16281,1,00,00,00,00,00,00,00
16282,1,05,02,20,46,03,11,00
16283,2,00,00,00,00,00,00,00
16284,1,06,01,04,19,04,13,16
16285,2,09,01,07,28,03,11,00
16286,2,09,01,11,35,03,10,00
16287,1,06,01,04,20,03,11,17
16288,2,09,01,18,43,02,07,00
16289,1,09,01,18,43,02,07,00
16290,2,06,01,03,08,03,10,05
16291,2,00,00,00,00,00,00,00
16292,1,09,01,06,26,02,07,00
16293,2,09,01,09,31,03,11,00
16294,2,00,00,00,00,00,00,00
16295,1,00,00,00,00,00,00,00
16296,2,00,00,00,00,00,00,00
16297,1,12,03,02,03,02,09,00
16298,2,04,01,00,32,08,31,00
16299,2,00,00,00,00,00,00,00
16300,2,00,00,00,00,00,00,00
16301, ,  ,  ,  ,  ,  ,  ,  
16302,1,10,01,17,42,05,19,00
16303,2,00,00,00,00,00,00,00
16304,1,10,01,09,31,05,18,00
16305,2,00,00,00,00,00,00,00
16306,1,00,00,00,00,00,00,00
16307,1,00,00,00,00,00,00,00
16308,1,00,00,00,00,00,00,00
16309,2,09,01,09,31,03,11,00
16310,1,00,00,00,00,00,00,00
16311,2,00,00,00,00,00,00,00
16312,1,11,01,09,30,09,34,00
16313,2,11,01,11,35,09,34,00
16314,2,07,01,03,13,06,25,10
16315,2,07,01,03,14,06,25,11
16316,1,00,00,00,00,00,00,00
16317,1,11,01,09,30,09,34,00
16318,1,11,01,09,30,09,34,00
16319,1,10,01,10,34,05,15,00
16320,1,00,00,00,00,00,00,00
16321,1,09,01,08,29,02,07,00
16322,1,09,01,18,43,01,05,00
16323,2,06,01,04,21,03,11,18
16324,1,00,00,00,00,00,00,00
16325,2,00,00,00,00,00,00,00
16326,1,10,01,07,27,05,21,00
16327,2,00,00,00,00,00,00,00
16328,2,09,01,07,28,03,10,00
16329,2,00,00,00,00,00,00,00
16330, ,  ,  ,  ,  ,  ,  ,  
16331,2,11,01,09,30,09,33,00
16332,2,09,05,18,43,03,11,00
16333,2,06,01,03,05,03,11,02
16334,2,00,00,00,00,00,00,00
16335,2,00,00,00,00,00,00,00
16336,1,06,01,04,19,01,05,16
16337,2,09,01,10,33,03,10,00
16338,1,00,00,00,00,00,00,00
16339,2,12,03,11,35,01,06,00
16340,1,09,01,08,29,04,13,00
16341,2,09,01,08,29,03,10,00
16342,1,06,01,04,18,01,05,15
16343,2,00,00,00,00,00,00,00
16344,2,00,00,00,00,00,00,00
16345,1,00,00,00,00,00,00,00
16346,2,00,00,00,00,00,00,00
16347,2,07,01,04,18,06,26,15
16348,2,00,00,00,00,00,00,00
16349,1,07,01,03,07,05,21,04
16350,2,00,00,00,00,00,00,00
16351,1,00,00,00,00,00,00,00
16352,1,00,00,00,00,00,00,00
16353,1,07,01,02,03,07,28,00
16354,2,09,01,07,27,03,11,00
16355,2,00,00,00,00,00,00,00
16356,2,00,00,00,00,00,00,00
16357,1,09,01,09,31,02,07,00
16358,2,00,00,00,00,00,00,00
16359,1,00,00,00,00,00,00,00
16360,1,00,00,00,00,00,00,00
16361,1,00,00,00,00,00,00,00
16362,1,05,02,17,42,09,34,00
16363,2,00,00,00,00,00,00,00
16364,2,00,00,00,00,00,00,00
16365,2,00,00,00,00,00,00,00
16366,2,11,01,15,40,09,34,00
16367,1,07,01,03,08,06,25,05
16368,2,00,00,00,00,00,00,00
16369,2,00,00,00,00,00,00,00
16370,1,06,01,02,03,02,07,00
16371,2,00,00,00,00,00,00,00
16372,1,07,01,03,07,05,15,04
16373,2,11,01,11,35,09,34,00
16374,1,07,01,03,07,05,21,04
16375,2,00,00,00,00,00,00,00
16376,2,05,02,17,42,01,05,00
16377,2,00,00,00,00,00,00,00
16378,1,10,01,06,26,06,22,00
16379,1,07,01,03,07,05,20,04
16380,2,05,02,14,39,09,34,00
16381,2,00,00,00,00,00,00,00
16382,2,09,01,09,31,04,12,00
16383,2,09,05,09,31,04,12,00
16384,2,00,00,00,00,00,00,00
16385,2,10,01,09,31,06,27,00
16386,2,00,00,00,00,00,00,00
16387,2,00,00,00,00,00,00,00
16388, ,  ,  ,  ,  ,  ,  ,  
16389,2,00,00,00,00,00,00,00
16390,1,01,01,00,01,11,36,00
16391,2,00,00,00,00,00,00,00
16392,1,07,01,03,09,06,25,06
16393,2,10,01,06,26,06,22,00
16394,2,10,01,09,31,07,30,00
16395,1,07,01,03,07,06,25,04
16396,2,09,01,15,40,01,02,00
16397,1,07,01,04,20,06,26,17
16398,2,00,00,00,00,00,00,00
16399,1,07,01,03,07,05,17,04
16400,2,00,00,00,00,00,00,00
16401,2,05,02,17,42,03,10,00
16402,2,00,00,00,00,00,00,00
16403,1,07,01,04,15,06,26,12
16404,2,00,00,00,00,00,00,00
16405,1,07,01,04,15,06,26,12
16406, ,  ,  ,  ,  ,  ,  ,  
16407,1,00,00,00,00,00,00,00
16408,2,05,02,14,39,09,34,00
16409,1,10,01,06,26,07,30,00
16410,1,07,01,04,21,06,26,18
16411,2,05,02,17,42,09,34,00
16412,1,11,01,11,35,09,34,00
16413, ,  ,  ,  ,  ,  ,  ,  
16414,1,09,01,16,41,01,05,00
16415,2,04,01,00,32,08,31,00
16416,1,07,01,01,02,06,23,00
16417,2,00,00,00,00,00,00,00
16418,1,00,00,00,00,00,00,00
16419, ,  ,  ,  ,  ,  ,  ,  
16420,1,00,00,00,00,00,00,00
16421, ,  ,  ,  ,  ,  ,  ,  
16422, ,  ,  ,  ,  ,  ,  ,  
16423, ,  ,  ,  ,  ,  ,  ,  
16424,1,09,01,08,29,01,05,00
16425,2,09,01,15,40,01,02,00
16426,2,11,01,09,30,09,34,00
16427,1,07,01,02,03,05,15,00
16428,2,00,00,00,00,00,00,00
16429, ,  ,  ,  ,  ,  ,  ,  
16430,1,09,01,08,29,02,07,00
16431,2,05,06,17,42,01,04,00
16432,1,05,02,17,42,01,05,00
16433,2,05,02,17,42,01,05,00
16434,1,09,01,10,34,04,13,00
16435,2,00,00,00,00,00,00,00
16436,1,07,01,03,11,06,24,08
16437,2,00,00,00,00,00,00,00
16438, ,  ,  ,  ,  ,  ,  ,  
16439,2,00,00,00,00,00,00,00
16440,1,00,00,00,00,00,00,00
16441,2,00,00,00,00,00,00,00
16442,1,07,01,03,07,06,25,04
16443,2,00,00,00,00,00,00,00
16444,2,05,02,20,48,01,05,00
16445,2,09,01,09,31,04,12,00
16446,2,00,00,00,00,00,00,00
16447,2,00,00,00,00,00,00,00
16448, ,  ,  ,  ,  ,  ,  ,  
16449,2,00,00,00,00,00,00,00
16450,2,00,00,00,00,00,00,00
16451,1,07,01,02,03,07,28,00
16452,2,11,05,09,30,09,33,00
16453,1,00,00,00,00,00,00,00
16454,2,11,01,15,40,09,34,00
16455,2,11,01,09,30,09,33,00
16456,2,00,00,00,00,00,00,00
16457,1,00,00,00,00,00,00,00
16458, ,  ,  ,  ,  ,  ,  ,  
16459,1,06,01,04,22,02,07,19
16460,2,00,00,00,00,00,00,00
16461,1,14,00,00,00,12,00,00
16462,2,00,00,00,00,00,00,00
16463, ,  ,  ,  ,  ,  ,  ,  
16464,1,06,01,03,11,01,01,08
16465,2,09,01,09,31,03,11,00
16466,1,11,01,16,41,09,34,00
16467,1,06,01,04,23,02,07,20
16468,2,06,01,03,12,03,10,09
16469,1,00,00,00,00,00,00,00
16470,1,06,01,03,11,01,05,08
16471,2,00,00,00,00,00,00,00
16472,2,00,00,00,00,00,00,00
16473,1,09,01,11,35,01,05,00
16474,2,00,00,00,00,00,00,00
16475,1,07,01,03,08,06,25,05
16476,2,07,01,03,11,06,24,08
16477,2,06,01,04,15,03,11,12
16478,1,06,01,03,10,01,05,07
16479,2,00,00,00,00,00,00,00
16480,2,00,00,00,00,00,00,00
16481,1,05,02,17,42,01,05,00
16482,2,00,00,00,00,00,00,00
16483,2,00,00,00,00,00,00,00
16484,1,06,01,03,12,01,01,09
16485,1,06,01,03,09,01,05,06
16486,2,00,00,00,00,00,00,00
16487,2,05,02,17,42,03,11,00
16488,1,04,01,00,32,07,30,00
16489,1,09,01,10,33,01,05,00
16490,2,09,01,17,42,01,04,00
16491,1,00,00,00,00,00,00,00
16492,2,00,00,00,00,00,00,00
16493,1,06,01,03,11,01,05,08
16494,2,00,00,00,00,00,00,00
16495,1,06,01,04,20,01,05,17
16496,2,05,02,14,39,01,02,00
16497, ,  ,  ,  ,  ,  ,  ,  
16498, ,  ,  ,  ,  ,  ,  ,  
16499,2,00,00,00,00,00,00,00
16500,1,11,01,17,42,09,34,00
16501, ,  ,  ,  ,  ,  ,  ,  
16502, ,  ,  ,  ,  ,  ,  ,  
16503,2,00,00,00,00,00,00,00
16504,1,09,01,08,29,04,13,00
16505,2,09,01,14,39,03,10,00
16506,2,00,00,00,00,00,00,00
16507,1,00,00,00,00,00,00,00
16508,2,09,01,15,40,01,02,00
16509,2,05,02,17,42,03,11,00
16510,1,09,01,09,31,04,12,00
16511,1,10,01,17,42,05,19,00
16512,2,04,01,00,32,08,31,00
16513, ,  ,  ,  ,  ,  ,  ,  
16514,1,11,01,09,30,09,33,00
16515,2,00,00,00,00,00,00,00
16516,1,00,00,00,00,00,00,00
16517,2,00,00,00,00,00,00,00
16518,1,05,02,17,42,01,04,00
