,0,1
0,4101,6446
1,105,83
2,2042,4466
3,886,1816
4,278,804
5,1850,4554
6,1740,5305
7,106,44
8,184,73
9,191,187
10,173,358
11,186,150
12,262,347
13,52,8
14,64,17
15,22,7
16,3757,5167
17,182,59
18,317,609
19,1163,2266
20,183,413
21,336,962
