,0,1
0,430,184
1,58,5
2,73,15
3,314,207
4,94,26
5,103,6
6,106,12
7,27,0
8,61,4
9,117,2
10,32,4
11,67,4
12,60,6
13,15,1
14,16,2
15,62,3
16,1204,101
17,118,6
18,392,37
19,321,74
20,438,34
21,251,79
