,0,1
0,916,445
1,167,67
2,279,83
3,467,513
4,204,105
5,293,170
6,567,488
7,185,46
8,314,181
9,418,200
10,259,118
11,304,106
12,284,106
13,87,29
14,164,78
15,81,67
16,2358,1365
17,314,112
18,433,311
19,892,1202
20,491,284
21,39,20
