,0,1
0,126,54
1,6,1
2,4,0
3,11,0
4,122,15
5,33,2
6,73,7
7,17,7
8,42,11
9,53,16
10,7,1
11,17,3
12,10,1
13,0,0
14,0,0
15,4,1
16,665,90
17,0,0
18,48,6
19,34,12
20,1806,99
21,2,2
