,0,1
0,476,190
1,93,17
2,108,6
3,160,22
4,81,4
5,134,4
6,311,48
7,79,10
8,111,10
9,369,45
10,142,14
11,152,8
12,137,16
13,57,11
14,169,21
15,42,2
16,4388,988
17,117,29
18,607,103
19,704,91
20,379,34
21,22,3
