,0,1
0,320,172
1,1049,155
2,8,39
3,81,5
4,118,30
5,918,160
6,33,29
7,46,92
8,6,0
9,151,64
10,647,92
11,390,98
12,2,4
13,37,21
14,0,0
15,2,0
16,378,290
17,42,12
18,90,91
19,187,68
20,128,100
21,336,60
