,0,1
0,630,400
1,192,76
2,215,107
3,523,371
4,257,377
5,504,218
6,438,281
7,134,52
8,267,127
9,460,245
10,269,99
11,287,77
12,323,97
13,135,10
14,130,29
15,72,3
16,1390,436
17,326,61
18,445,360
19,1058,583
20,482,90
21,124,99
