,0,1
0,0,0
1,0,0
2,0,0
3,47,69
4,0,0
5,441,350
6,0,0
7,0,0
8,0,0
9,176,97
10,0,0
11,0,0
12,172,88
13,0,0
14,69,8
15,0,0
16,1468,1903
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
